year,month,day,hour,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5,PM10
2014,8,5,22,6,NA,700,67,24.5,1002.3,19.6,0,0.5,30,59
2014,8,5,23,5,NA,700,49,24.4,1002.5,21.1,0,1.4,33,52
2014,8,6,0,5,NA,700,48,24.1,1002.4,21.4,0,0.4,32,68
2014,8,6,1,5,NA,700,51,23.1,1002.7,21.4,0,1,45,64
2014,8,6,2,3,NA,800,21,22.6,1002.9,21.2,0,0,42,69
2014,8,6,3,2,NA,900,2,22.1,1002.6,21.1,0,0,44,78
2014,8,6,4,2,NA,1100,2,22,1003.3,21.2,0,0.6,50,87
2014,8,6,5,2,NA,1200,2,21.7,1003.6,20.7,0,0.9,50,122
2014,8,6,6,2,NA,1000,2,24,1003.9,20.3,0,1.1,56,68
2014,8,6,7,2,NA,1100,2,26,1003.9,19.6,0,1.8,56,82
2014,8,6,8,3,NA,1000,17,27.9,1003.8,18.3,0,1.8,67,82
2014,8,6,9,4,NA,700,48,29.8,1004.2,16.9,0,2,38,38
2014,8,6,10,3,20,600,83,31.6,1003.8,14.7,0,1.8,24,24
2014,8,6,11,2,2,500,124,33.1,1003.2,11.6,0,2.5,16,22
2014,8,6,12,2,2,400,128,33.3,1002.9,9.4,0,2.3,13,13
2014,8,6,13,2,2,300,108,33.1,1002.3,7.8,0,2.1,3,5
2014,8,6,14,2,2,300,109,33.1,1002,9.2,0,2.2,3,5
2014,8,6,15,2,2,300,107,32.8,1001.9,10.2,0,2,20,20
2014,8,6,16,2,2,300,114,33.1,1002.2,7.8,0,2.5,9,9
2014,8,6,17,2,2,300,107,32.5,1002.2,11.6,0,1.3,15,15
2014,8,6,18,2,2,300,106,30.6,1002.6,14.7,0,2.2,8,8
2014,8,6,19,3,17,500,130,28.9,1003.4,16.8,0,1,8,119
2014,8,6,20,3,27,600,141,28.3,1004,18.7,0,1.3,20,94
2014,8,6,21,3,36,700,125,25.9,1004.3,19.5,0,1.8,28,91
2014,8,6,22,3,33,800,104,25,1004.6,20.3,0,1.3,29,133
2014,8,6,23,5,56,1200,67,23.4,1005,20.7,0,1.3,47,154
2014,8,7,0,7,58,2000,56,22.9,1004.9,19.7,0,1.3,101,192
2014,8,7,1,5,85,2200,13,22.5,1005,19.3,0,0.9,127,175
2014,8,7,2,6,79,1800,2,22.1,1005.3,18.9,0,0.9,114,125
2014,8,7,3,6,70,1300,2,21.6,1005.3,18.8,0,0.7,87,118
2014,8,7,4,6,66,1200,2,21.2,1005.6,19.1,0,0,84,102
2014,8,7,5,6,86,1100,4,22.3,1006.1,18.3,0,1.4,81,105
2014,8,7,6,6,82,1200,9,24.1,1006,17.6,0,1.6,78,115
2014,8,7,7,6,64,1200,31,25.2,1006.3,16.9,0,1.5,82,82
2014,8,7,8,6,45,1100,62,26.7,1006.4,18,0,1.1,54,54
2014,8,7,9,8,48,1000,75,28.3,1006.4,17.5,0,1.6,46,92
2014,8,7,10,17,48,1300,110,29.6,1006.1,15,0,1.4,61,146
2014,8,7,11,30,28,1600,166,30.9,1005.4,15.3,0,1.6,55,60
2014,8,7,12,27,29,1300,190,31.6,1004.8,14.7,0,1.8,43,49
2014,8,7,13,21,30,1200,221,32.3,1004,15.8,0,1.4,48,48
2014,8,7,14,19,29,1100,253,32,1003.6,15.1,0,3.5,42,62
2014,8,7,15,16,25,1100,282,32.7,1003.3,15.2,0,2.6,39,72
2014,8,7,16,16,22,1100,279,32,1002.9,15.9,0,2.8,48,61
2014,8,7,17,20,23,1200,270,31.6,1003.3,15.1,0,1.5,49,76
2014,8,7,18,15,27,1000,240,29.8,1003.7,16.6,0,3.3,41,41
2014,8,7,19,16,33,1200,246,28.6,1004.3,16.8,0,2.4,43,101
2014,8,7,20,16,39,1400,237,27.7,1005,17.2,0,1.3,54,131
2014,8,7,21,10,44,1000,165,27.3,1005.3,17.2,0,2.1,51,109
2014,8,7,22,10,62,1100,120,26.9,1005.3,16.2,0,1.9,51,104
2014,8,7,23,11,52,1000,114,25.8,1005.1,16.4,0,1.1,48,58
2014,8,8,0,12,39,800,111,24.3,1005,16.8,0,1.3,42,55
2014,8,8,1,12,43,800,98,23.9,1005.1,15.9,0,1.3,41,49
2014,8,8,2,12,45,800,86,22.7,1005,16.5,0,0.5,44,71
2014,8,8,3,12,47,800,78,21.3,1005.3,17.3,0,0.2,48,48
2014,8,8,4,11,50,800,65,21,1005.4,17.6,0,1,48,76
2014,8,8,5,10,48,1200,62,20.9,1005.5,18.3,0,1.1,49,63
2014,8,8,6,8,90,1500,10,23.1,1005.9,18.6,0,0.5,59,130
2014,8,8,7,7,91,1700,2,25.1,1005.8,18.5,0,1.1,87,178
2014,8,8,8,11,89,1500,10,26.8,1005.9,17.8,0,0.8,90,146
2014,8,8,9,18,71,1500,51,28.2,1005.7,17.7,0,1.2,85,128
2014,8,8,10,22,59,1400,95,29.3,1005.4,17.8,0,1.2,82,134
2014,8,8,11,22,65,1400,117,30.2,1004.8,16.2,0,1.8,85,169
2014,8,8,12,23,54,1400,162,31.3,1004.2,16.5,0,1.9,85,86
2014,8,8,13,15,26,900,234,31.7,1003.9,13.9,0,2.1,61,61
2014,8,8,14,11,18,900,232,32.1,1003.4,12.3,0,2.9,52,52
2014,8,8,15,8,22,900,225,31,1002.9,14.2,0,3.9,47,47
2014,8,8,16,7,16,900,210,30.6,1002.4,15.1,0,2.6,40,40
2014,8,8,17,11,24,1200,252,30.1,1002.5,14.6,0,2.8,45,114
2014,8,8,18,14,32,1500,261,29.1,1002.7,16,0,1.7,49,49
2014,8,8,19,17,42,1900,275,28.4,1002.9,15.3,0,2,62,138
2014,8,8,20,16,40,1500,231,27.9,1003.3,14.9,0,2,66,101
2014,8,8,21,9,38,1000,170,27,1003.6,16,0,1.7,52,52
2014,8,8,22,9,48,1000,142,26.7,1003.6,16.3,0,0.8,57,100
2014,8,8,23,11,53,1000,122,25.5,1003.4,16.6,0,0.9,56,111
2014,8,9,0,14,60,1100,109,24.1,1003.2,17.8,0,0.8,65,116
2014,8,9,1,14,66,1300,92,24.1,1003.1,17.8,0,1.1,71,135
2014,8,9,2,11,62,1300,97,22.9,1003.1,17.8,0,1.4,81,133
2014,8,9,3,10,93,1600,61,22.5,1003.1,17.6,0,1,98,154
2014,8,9,4,9,93,1600,39,22.2,1003.2,18,0,0.8,111,148
2014,8,9,5,9,104,1700,21,22.1,1003.6,18.5,0,0.9,107,173
2014,8,9,6,9,104,1700,5,22.9,1003.5,19.5,0,1.7,128,190
2014,8,9,7,9,96,1700,6,24.6,1003.5,19.9,0,1.9,137,188
2014,8,9,8,11,87,1800,22,26.6,1003.3,19,0,1.6,143,196
2014,8,9,9,21,64,1800,70,27.9,1003.5,17.4,0,1.8,147,147
2014,8,9,10,21,55,1400,109,28.9,1003,17.4,0,0.9,112,112
2014,8,9,11,21,35,1300,165,29.7,1002.4,17.5,0,1.8,84,84
2014,8,9,12,19,25,1200,210,30.4,1001.6,16.4,0,1.7,72,97
2014,8,9,13,18,18,1300,246,31.3,1000.8,15.7,0,2.5,73,73
2014,8,9,14,14,15,1200,245,31.4,1000.2,15.4,0,2,63,63
2014,8,9,15,11,13,1200,239,31.5,999.2,13.7,0,2.7,54,64
2014,8,9,16,10,13,1100,239,31.2,999,13.5,0,2.3,49,49
2014,8,9,17,9,15,800,224,30.3,998.8,13.6,0,2.4,41,41
2014,8,9,18,8,21,800,216,29.2,999.4,14.6,0,1.8,44,57
2014,8,9,19,8,25,900,208,28.5,999.8,14.7,0,1.5,47,77
2014,8,9,20,7,28,800,188,26.1,1002.2,14.9,0,4.5,45,66
2014,8,9,21,7,41,900,150,21,1002.6,18.8,2,1.4,45,109
2014,8,9,22,2,17,500,141,20.7,1001.3,18.8,1.1,1.6,18,157
2014,8,9,23,2,26,600,115,21,1000.2,18.9,0.1,1.8,9,22
2014,8,10,0,2,31,700,89,20.9,1000.4,19,0,0.6,14,14
2014,8,10,1,2,37,700,72,20.8,1000.8,19.6,0,0.8,24,24
2014,8,10,2,2,30,600,60,20.5,1000.3,19.3,0,0.7,20,20
2014,8,10,3,2,38,700,44,19.9,1000.3,18.7,0,1,23,23
2014,8,10,4,2,35,700,37,20,1000.3,19,0,1.1,27,27
2014,8,10,5,2,41,700,23,19.8,1000,19,0,0,27,27
2014,8,10,6,2,53,700,14,21.9,1000.2,19.8,0,0.9,29,29
2014,8,10,7,2,65,800,9,24.1,1000.7,18.3,0,0.7,29,44
2014,8,10,8,2,45,700,46,25.4,1000.3,19.8,0,0.6,25,25
2014,8,10,9,2,42,700,70,26.4,1000.2,19,0,1,30,30
2014,8,10,10,2,57,800,75,28.2,999.8,19.4,0,1.3,43,57
2014,8,10,11,3,60,900,99,29.4,999.3,18.2,0,2.4,53,68
2014,8,10,12,3,45,900,148,30.6,998.6,17.3,0,2,47,47
2014,8,10,13,2,30,800,190,32.2,997.7,17.7,0,3.2,37,37
2014,8,10,14,3,19,700,225,33,996.7,18.4,0,3,37,37
2014,8,10,15,2,17,600,232,33.4,996.2,18,0,3.7,34,44
2014,8,10,16,2,18,600,223,33,996.2,17.6,0,2.9,31,58
2014,8,10,17,3,20,600,209,32.3,996.3,17.8,0,2.6,26,26
2014,8,10,18,3,23,600,191,30.6,996.9,19,0,2.2,23,46
2014,8,10,19,3,30,700,182,29.4,997.3,19.7,0,1.7,35,98
2014,8,10,20,5,32,900,183,28.7,998.3,19.1,0,1.1,52,119
2014,8,10,21,5,36,900,157,26.4,998.8,20.5,0,0.7,51,79
2014,8,10,22,5,45,900,127,25.5,999.5,20.1,0,1.1,54,112
2014,8,10,23,4,82,1100,65,26,999.9,19.9,0,1.9,71,155
2014,8,11,0,4,95,1300,37,25.3,999.8,19.7,0,0.6,89,168
2014,8,11,1,4,139,1300,2,23,999.8,20,0,0.9,78,133
2014,8,11,2,3,122,1100,10,22,1000.2,19.9,0,1.8,66,122
2014,8,11,3,2,82,800,58,22.4,1000.5,17.7,0,1.4,52,60
2014,8,11,4,2,63,600,33,22.1,1000.9,17,0,1,39,39
2014,8,11,5,2,68,500,21,21.7,1001.1,17.7,0,1.2,30,30
2014,8,11,6,2,61,400,24,25,1001.3,14.5,0,2,13,13
2014,8,11,7,2,63,500,20,26.7,1001.7,14.8,0,1.7,17,50
2014,8,11,8,2,64,600,25,28.6,1001.8,14.4,0,1.8,12,12
2014,8,11,9,2,40,400,55,30,1001.7,12.4,0,2.4,12,30
2014,8,11,10,2,30,400,76,31.5,1001.3,10.8,0,3.3,10,48
2014,8,11,11,2,16,300,99,32.5,1000.6,11.1,0,2.6,19,19
2014,8,11,12,2,10,300,121,32.6,1000.1,11.7,0,1.7,3,5
2014,8,11,13,2,10,300,131,33.4,999.3,10.1,0,0.6,11,12
2014,8,11,14,2,11,300,135,33.3,998.7,11.2,0,2.2,9,9
2014,8,11,15,2,13,300,137,33.3,998.3,10.6,0,1,3,10
2014,8,11,16,2,10,300,139,33.1,998,10.4,0,3,8,8
2014,8,11,17,2,13,300,152,33.2,998.1,11.1,0,1.2,7,7
2014,8,11,18,2,20,300,157,30.5,998.6,11.5,0,1.2,9,27
2014,8,11,19,2,38,400,153,29.4,999.4,12.3,0,1.8,19,46
2014,8,11,20,2,60,500,128,26.3,1000.3,13.4,0,1.2,21,54
2014,8,11,21,2,54,600,139,24.9,1001,15.5,0,1,25,42
2014,8,11,22,2,66,700,116,24,1001.1,15.5,0,0.1,21,97
2014,8,11,23,2,127,900,38,22.8,1001.4,17,0,1.3,28,69
2014,8,12,0,2,165,1700,2,22,1001.3,16.7,0,0.7,39,125
2014,8,12,1,2,157,1400,2,21.2,1001.4,16.4,0,0.6,41,123
2014,8,12,2,3,140,1200,2,20.5,1001.2,16.1,0,0.7,52,133
2014,8,12,3,3,117,800,2,23.3,1001.3,12,0,1.3,36,70
2014,8,12,4,2,96,600,18,22.1,1001.7,11.5,0,1.1,27,27
2014,8,12,5,2,90,400,9,20.7,1002.1,13.2,0,0.6,22,22
2014,8,12,6,2,86,400,2,23.9,1002.5,11.2,0,1,22,25
2014,8,12,7,2,67,400,14,25.4,1002.7,11.6,0,1.7,14,14
2014,8,12,8,2,48,400,36,28,1002.8,11.5,0,2.1,14,31
2014,8,12,9,2,42,400,52,30.1,1002.9,10.1,0,2.4,13,40
2014,8,12,10,3,40,400,66,30.9,1002.6,10.8,0,3.1,7,43
2014,8,12,11,6,30,400,101,31.3,1002.1,10.6,0,2.9,4,34
2014,8,12,12,8,27,400,136,32.1,1001.5,11.8,0,2.2,19,42
2014,8,12,13,9,20,600,174,32.5,1001.1,11.6,0,2,18,58
2014,8,12,14,14,23,900,220,32.2,1000.3,11.4,0,0.6,33,70
2014,8,12,15,15,25,1000,244,31.8,1000.1,11,0,1.2,48,64
2014,8,12,16,9,23,900,221,31.5,1000.1,11.8,0,1.5,32,64
2014,8,12,17,8,26,800,196,30.8,1000.4,12.7,0,1.3,17,57
2014,8,12,18,10,31,900,193,29.7,1000.9,14.7,0,0.3,19,51
2014,8,12,19,11,43,1000,197,29.2,1001.4,15,0,1.4,30,76
2014,8,12,20,11,65,1200,161,29.5,1002.1,15.6,0,0.9,39,101
2014,8,12,21,11,70,1300,135,28.5,1002.3,13.6,0,3.7,47,124
2014,8,12,22,9,72,1200,104,26.9,1003.5,15.6,0,6.4,53,95
2014,8,12,23,2,31,400,107,22,1003.8,18.8,2.7,1.2,15,66
2014,8,13,0,2,18,400,110,20.9,1002.7,18.8,1,2.4,13,163
2014,8,13,1,2,24,500,93,20.9,1003.5,18.7,0,1.2,16,46
2014,8,13,2,2,28,600,94,21.2,1002.9,18.9,0,1.4,18,18
2014,8,13,3,2,28,600,75,20.9,1003.8,17.7,0,0.9,21,36
2014,8,13,4,2,41,600,48,20.8,1004,18.9,0.7,1.7,18,18
2014,8,13,5,2,33,500,47,20.4,1004.3,18.9,1,1.3,22,26
2014,8,13,6,2,37,600,56,20.4,1004.1,19.1,1.4,0.7,35,41
2014,8,13,7,2,36,600,61,20.3,1004.1,19.5,0.4,2.2,32,32
2014,8,13,8,2,38,600,57,20,1004.5,19,0.2,2.1,31,31
2014,8,13,9,2,49,700,36,20.1,1004.6,18.9,0.1,1.9,43,43
2014,8,13,10,2,41,800,61,20.1,1005,18.8,0,1.4,51,51
2014,8,13,11,2,29,900,90,20.1,1004.8,18.6,0.3,1.1,45,45
2014,8,13,12,2,39,900,93,19.2,1005.2,18,3.3,1.4,34,34
2014,8,13,13,2,28,700,70,19.3,1004.4,18.5,1.5,1.3,27,27
2014,8,13,14,2,28,500,56,19.9,1004.1,18.2,0,1.6,16,16
2014,8,13,15,2,29,500,47,20.8,1003.9,18,0,0.9,14,14
2014,8,13,16,2,32,600,49,22.3,1003.9,18.1,0,1.3,21,21
2014,8,13,17,2,28,600,62,22.1,1003.9,18.3,0,1.6,20,20
2014,8,13,18,2,28,600,67,21.4,1004,18.2,0,1.2,20,20
2014,8,13,19,2,31.9,700,65.5,20.4,1004.2,18.7,0,0.9,23.6,23.6
2014,8,13,20,2,29,600,65,19.6,1004.7,18.3,0,0.6,23,23
2014,8,13,21,2,59,700,26,18.8,1004.7,17.6,0,0,26,31
2014,8,13,22,2,63,700,17,18.3,1004.9,17.5,0,0,21,21
2014,8,13,23,2,51,700,24,17.9,1005.1,17.3,0,0,22,22
2014,8,14,0,2,63,900,8,17.6,1005.2,17,0,0,22,28
2014,8,14,1,2,69,800,5,17.3,1005,16.8,0,0,19,19
2014,8,14,2,2,67,900,4,17,1004.9,16.5,0,0,25,25
2014,8,14,3,2,64,900,4,16.9,1004.4,16.6,0,0,18,18
2014,8,14,4,2,47,800,16,17.1,1004.5,16.6,0,1.4,18,18
2014,8,14,5,2,43,800,15,17.1,1004.7,16.6,0,0.6,23,23
2014,8,14,6,2,55,900,2,19.1,1004.6,16.7,0,1,30,30
2014,8,14,7,2,49,800,4,20.9,1004.9,16.3,0,2.3,24,34
2014,8,14,8,3,46,700,16,23.2,1004.7,17.4,0,0.8,23,29
2014,8,14,9,6,46,800,33,24.7,1004.7,16.9,0,1.2,29,29
2014,8,14,10,11,52,800,45,26.1,1004.2,16.1,0,1.2,28,35
2014,8,14,11,9,48,800,70,27,1003.6,16,0,1.1,23,25
2014,8,14,12,12,63,900,80,28.7,1003,17.9,0,2.1,35,64
2014,8,14,13,11,65,900,126,29.1,1002.6,17.6,0,2.1,55,80
2014,8,14,14,8,48,800,213,30,1001.8,17.1,0,2.7,64,68
2014,8,14,15,5,26,700,225,29.9,1001.3,17.4,0,2.7,37,47
2014,8,14,16,4,22,600,196,29.6,1001.2,17.4,0,2.6,31,31
2014,8,14,17,3,23,600,187,28.3,1001.2,16.2,0,3.4,24,24
2014,8,14,18,6,30,600,194,27.5,1002.1,17.4,0,2.1,25,38
2014,8,14,19,5,40,700,152,27.1,1002.2,17.8,0,2.2,34,54
2014,8,14,20,4,44,800,137,25.1,1002.6,17,0,0.6,38,51
2014,8,14,21,3,60,800,89,22.4,1002.5,17.5,0,1.4,32,32
2014,8,14,22,2,95,900,32,21.6,1002.6,17.6,0,0.2,33,33
2014,8,14,23,2,101,900,13,21.2,1002.4,18,0,0.8,20,20
2014,8,15,0,2,95,800,15,20.8,1002.4,17.6,0,0,24,42
2014,8,15,1,3,109,900,6,19.6,1002.1,17.4,0,0.9,20,70
2014,8,15,2,2,109,1100,2,19.4,1002.1,16.4,0,0.8,29,71
2014,8,15,3,2,102,1200,2,19.5,1002,16.3,0,1.6,36,57
2014,8,15,4,2,93,800,2,18.8,1002.7,16.6,0,1.1,33,33
2014,8,15,5,2,79,800,2,18.3,1003.2,17.1,0,1,27,77
2014,8,15,6,2,81,800,2,20.9,1003.6,18.7,0,0.8,41,109
2014,8,15,7,2,79,900,2,22.7,1003.9,19.3,0,1.5,69,168
2014,8,15,8,4,76,1200,10,24.6,1003.8,19,0,1.4,106,184
2014,8,15,9,8,66,1200,45,26.9,1003.9,19.5,0,1.3,121,156
2014,8,15,10,13,59,1100,81,28,1003.4,18.7,0,1.6,102,102
2014,8,15,11,16,49,NA,108,29.4,1002.8,14.4,0,3,NA,NA
2014,8,15,12,12,30,700,137,30.8,1002.2,15.2,0,0.7,13,35
2014,8,15,13,8,18,500,153,32.2,1001.7,13.4,0,1.6,18,35
2014,8,15,14,5,14,400,165,32.6,1001.1,12.8,0,1.2,17,17
2014,8,15,15,6,19,500,183,32.4,1000.8,16.3,0,2,17,28
2014,8,15,16,7,30,600,238,31.8,1000.7,17.3,0,1.7,30,70
2014,8,15,17,7,42,700,300,27.1,1001.4,14.8,0,0.6,51,119
2014,8,15,18,3,30,500,222,28.5,1001.1,16.1,0,3.2,29,63
2014,8,15,19,2,45,600,161,28.4,1001.7,16.7,0,2.2,21,58
2014,8,15,20,2,52,600,156,27.5,1002.1,17.1,0,1.3,26,66
2014,8,15,21,2,51,600,136,25.2,1002.4,18.4,0,0.7,25,63
2014,8,15,22,3,55,700,112,23.6,1002.7,19.3,0,1,26,66
2014,8,15,23,3,76,700,79,22.6,1003,19.6,0,1.1,30,78
2014,8,16,0,2,72,700,69,22.1,1003,19.5,0,0.6,32,78
2014,8,16,1,2,134,1200,2,22,1003.2,19.4,0,0.7,54,182
2014,8,16,2,2,129,1200,2,21.5,1003.4,19.1,0,0.8,63,177
2014,8,16,3,2,129,1300,2,20.8,1003.8,18.7,0,1,67,165
2014,8,16,4,2,131,1100,2,20.9,1004.1,17.5,0,1.5,83,166
2014,8,16,5,2,100,800,16,20.7,1004.4,17.7,0,1.1,70,114
2014,8,16,6,2,77,700,36,23,1004.8,17.2,0,2.1,47,79
2014,8,16,7,2,82,700,38,24.5,1005,18.2,0,1.7,43,75
2014,8,16,8,2,63,700,55,25.6,1005.3,18,0,1.4,38,70
2014,8,16,9,3,68,700,60,27.5,1005.3,19.3,0,1.9,46,93
2014,8,16,10,21,52,1700,97,29,1004.9,18.7,0,2.4,82,147
2014,8,16,11,30,42,1900,159,30.2,1004.4,18,0,1.8,100,146
2014,8,16,12,20,27,1200,223,31.3,1003.6,18.3,0,2.7,72,101
2014,8,16,13,14,18,800,257,32.1,1002.9,13.8,0,1.4,48,76
2014,8,16,14,8,15,600,253,32.8,1002.3,16.6,0,2.6,38,56
2014,8,16,15,7,17,600,248,32.8,1001.9,16.6,0,1.5,29,54
2014,8,16,16,15,24,1000,286,31.8,1001.7,16.5,0,1.9,49,95
2014,8,16,17,22,27,1300,278,31.2,1001.7,16.4,0,1.9,57,108
2014,8,16,18,13,34,1300,233,29.5,1002.1,17.7,0,0.6,52,100
2014,8,16,19,9,40,1300,213,27.5,1002.6,18.5,0,0.4,54,112
2014,8,16,20,7,54,1200,193,25.2,1002.9,19.3,0,0.4,61,122
2014,8,16,21,6,53,1100,194,26.4,1003.5,19.5,0,1.4,77,131
2014,8,16,22,5,58,1100,181,27,1003.8,20.6,0,1.2,79,127
2014,8,16,23,6,109,1600,76,25.3,1004.1,21.6,0,1.8,88,174
2014,8,17,0,8,63,1600,126,25.4,1004.3,23.1,0,1.5,137,206
2014,8,17,1,6,62,1500,86,25.7,1004.4,14.8,0,3.5,186,235
2014,8,17,2,6,32,1100,110,25.5,1004.2,14.3,0,1.6,137,137
2014,8,17,3,3,12,400,146,23.8,1005.5,15.8,0,3.5,23,28
2014,8,17,4,3,18,400,119,23.8,1006.1,15.6,0,1.4,25,60
2014,8,17,5,3,13,500,134,23.1,1006.4,15.7,0,2.1,29,53
2014,8,17,6,4,20,700,121,23.9,1005.9,16.4,0,1.9,29,46
2014,8,17,7,4,28,700,110,24.9,1006,16.6,0,1,30,48
2014,8,17,8,4,33,700,103,24.9,1005.7,17.4,0,2.1,39,57
2014,8,17,9,4,39,700,97,26.4,1006,17.5,0,1.8,38,68
2014,8,17,10,5,44,800,98,27.8,1005.9,17.6,0,1.7,41,89
2014,8,17,11,5,38,700,118,28.8,1005.9,17.3,0,0.9,44,86
2014,8,17,12,6,32,700,151,29.8,1005.8,15.5,0,3.2,39,69
2014,8,17,13,11,44,700,158,29.2,1005.4,15.3,0,3.6,41,73
2014,8,17,14,6,24,600,212,30.2,1004.9,15.9,0,2.6,33,71
2014,8,17,15,5,23,600,212,30.3,1005.1,14.4,0,2,37,66
2014,8,17,16,3,19,600,206,30.3,1005.5,14.8,0,1.3,31,47
2014,8,17,17,3,16,500,206,29,1005.5,15.5,0,2,18,37
2014,8,17,18,3,21,500,201,27.9,1006,17.1,0,3,25,41
2014,8,17,19,5,26,600,211,27,1006.8,16.9,0,1.4,28,57
2014,8,17,20,10,31,900,194,25.6,1007.5,17.5,0,1.2,41,91
2014,8,17,21,11,34,1000,167,25,1007.3,19.1,0,1.2,43,87
2014,8,17,22,10,65,1200,111,24.4,1007.3,19.2,0,1.2,53,102
2014,8,17,23,8,64,1100,89,23.9,1007.5,19.8,0,1,67,111
2014,8,18,0,6,63,1300,77,24.2,1007.7,17.7,0,1,68,119
2014,8,18,1,5,68,1100,74,23.8,1007.4,17.5,0,1,73,100
2014,8,18,2,5,29,800,119,23.5,1007.5,19.2,0,1.2,46,52
2014,8,18,3,5,38,900,92,23.1,1007.6,16.9,0,1.6,53,66
2014,8,18,4,4,87,1100,24,22.7,1007.5,16.9,0,0.7,72,110
2014,8,18,5,3,86,900,19,22.5,1007.9,16.8,0,1.2,56,66
2014,8,18,6,2,63,800,33,22.3,1008.3,16.1,0,1.2,43,58
2014,8,18,7,2,50,700,49,23.3,1008.9,16.8,0,1.5,35,57
2014,8,18,8,2,41,600,68,24.8,1009,17,0,1.3,22,43
2014,8,18,9,3,52,800,59,26.6,1008.8,17.1,0,1.1,29,81
2014,8,18,10,5,44,700,83,27.6,1008.5,18,0,2.4,37,74
2014,8,18,11,6,33,700,123,28.6,1008.1,19,0,2.1,33,67
2014,8,18,12,11,28,900,169,29.3,1007.7,18.7,0,0.9,51,99
2014,8,18,13,13,31,1000,207,29.5,1006.9,19.2,0,1.6,74,111
2014,8,18,14,12,32,1100,232,30.1,1006.3,18.2,0,2.2,85,121
2014,8,18,15,11,26,1100,225,30.4,1006.1,18.2,0,2.8,88,106
2014,8,18,16,8,18,900,209,30.2,1006,18,0,2,80,99
2014,8,18,17,8,20,900,199,29.4,1006.5,17.6,0,1.2,75,94
2014,8,18,18,7,21,800,193,28.2,1006.6,17.4,0,2.6,67,94
2014,8,18,19,6,23,800,174,27.4,1007,17.6,0,2.1,67,93
2014,8,18,20,6,39,900,141,26.9,1007.6,16.2,0,2.2,68,98
2014,8,18,21,6,44,900,124,25.8,1007.8,16.1,0,1.5,65,98
2014,8,18,22,15,50,1600,136,25.3,1007.6,16.2,0,1.2,61,89
2014,8,18,23,21,49,1500,132,24.4,1007.7,17.4,0,0.8,56,90
2014,8,19,0,14,41,1300,132,23.8,1007.5,18,0,1.1,64,99
2014,8,19,1,9,52,1000,99,23.2,1007.5,18.3,0,1.1,70,91
2014,8,19,2,7,50,900,87,21.8,1007.4,18.8,0,0.7,69,87
2014,8,19,3,6,41,1000,82,21.1,1007.3,18.8,0,0,67,90
2014,8,19,4,5,40,1000,63,21.1,1007.7,19,0,0,73,99
2014,8,19,5,5,50,1100,41,21.1,1008.2,19.2,0,1.2,84,113
2014,8,19,6,4,59,1100,27,22.4,1008.3,19.2,0,0.7,92,117
2014,8,19,7,4,67,1200,17,24.4,1008.7,18.8,0,1.2,92,122
2014,8,19,8,5,94,1500,11,26.1,1008.8,19,0,2,98,155
2014,8,19,9,9,90,1500,42,27.8,1008.5,19.3,0,1.3,116,175
2014,8,19,10,13,59,1300,105,29.4,1008,19.1,0,0.8,115,154
2014,8,19,11,12,52,1300,157,31,1007.6,18.7,0,1.7,109,146
2014,8,19,12,8,47,1200,198,32,1006.9,18.2,0,2.9,94,119
2014,8,19,13,7,27,1000,241,32.7,1006.3,17.3,0,3.4,77,100
2014,8,19,14,6,17,900,246,33,1005.6,17.6,0,2.7,60,83
2014,8,19,15,6,15,800,237,33.1,1005.3,16.9,0,2.8,59,79
2014,8,19,16,5,17,700,220,32.1,1005,16.4,0,3.2,49,66
2014,8,19,17,6,20,700,205,31.2,1005,17.5,0,2.8,46,77
2014,8,19,18,7,27,800,198,29.6,1005.3,18.1,0,3,50,86
2014,8,19,19,9,34,900,215,28.7,1005.7,18.8,0,2,67,129
2014,8,19,20,11,33,1000,211,28.2,1006,18.6,0,2.4,74,132
2014,8,19,21,14,40,1100,168,27.8,1006.2,17.9,0,2,78,129
2014,8,19,22,19,33,1000,167,27,1006.3,18.6,0,1.9,75,112
2014,8,19,23,20,36,1000,147,26.3,1006.2,18.2,0,1.9,67,111
2014,8,20,0,17,47,1000,109,26.2,1005.8,18.3,0,1.8,69,117
2014,8,20,1,12,34,800,113,25.8,1005.7,18.2,0,1.8,66,98
2014,8,20,2,12,27,800,113,24.8,1005.6,18.5,0,1.4,64,91
2014,8,20,3,16,30,900,91,23.3,1005.3,18.8,0,0.7,78,111
2014,8,20,4,17,33,1000,75,22.4,1005.5,19.2,0,0.7,87,127
2014,8,20,5,15,34,1100,66,21.9,1005.8,19.3,0,0.7,90,131
2014,8,20,6,12,40,1100,52,24.1,1006.1,19.8,0,1,97,133
2014,8,20,7,11,52,1200,34,25.7,1006.3,19.8,0,1,101,140
2014,8,20,8,13,64,1200,31,26.8,1006.2,19.9,0,0.9,103,146
2014,8,20,9,15,70,1400,37,28.7,1006.1,20.2,0,1.6,112,162
2014,8,20,10,16,75,1400,63,30.5,1005.6,18.9,0,3.4,122,179
2014,8,20,11,18,55,1300,139,31.9,1004.7,18.1,0,3,113,158
2014,8,20,12,19,29,1100,196,32.1,1003.9,17.9,0,2.8,91,115
2014,8,20,13,20,21,1100,219,33.4,1003.1,17.1,0,2.2,88,95
