Date,Time,Temperature,DewPoint,Humidity,Wind,WinSpeed,WindGust,Pressure,Precip.,Condition
2019/1/18,1:53 AM,39,23,53,SW,10,0,24.32,0,Fair
2019/1/16,12:53 AM,35,25,67,SSW,9,0,24.59,0,Partly Cloudy
2019/1/17,1:53 PM,52,23,32,SSE,18,0,24.44,0,Mostly Cloudy
2019/1/17,2:53 PM,53,26,35,SSE,15,0,24.42,0,Mostly Cloudy
2019/1/17,3:53 PM,51,28,41,SSE,14,0,24.41,0,Mostly Cloudy
2019/1/17,4:53 PM,48,28,46,SSE,8,0,24.4,0,Mostly Cloudy
2019/1/17,5:53 PM,42,28,58,S,14,0,24.38,0,Mostly Cloudy
2019/1/17,6:53 PM,43,26,51,WSW,3,0,24.38,0,Mostly Cloudy
2019/1/17,7:53 PM,39,27,62,W,9,0,24.38,0,Partly Cloudy
2019/1/17,8:53 PM,39,27,62,CALM,0,0,24.37,0,Cloudy
2019/1/17,9:53 PM,39,26,60,S,12,0,24.35,0,Cloudy
2019/1/17,10:53 PM,43,22,43,SSW,10,0,24.35,0,Mostly Cloudy
2019/1/18,2:53 AM,38,23,55,SW,8,0,24.31,0,Partly Cloudy
2019/1/18,3:53 AM,36,23,59,S,6,0,24.3,0,Cloudy
2019/1/18,4:53 AM,36,23,59,ENE,5,0,24.29,0,Mostly Cloudy
2019/1/18,5:53 AM,33,24,70,ESE,7,0,24.27,0,Mostly Cloudy
2019/1/18,6:53 AM,32,24,73,SW,8,0,24.28,0,Partly Cloudy
2019/1/18,7:53 AM,30,23,75,E,5,0,24.31,0,Mostly Cloudy
2019/1/18,8:53 AM,32,25,75,SE,6,0,24.34,0,Mostly Cloudy
2019/1/18,9:53 AM,35,26,70,ESE,6,0,24.35,0,Cloudy
2019/1/18,10:53 AM,37,28,70,WSW,5,0,24.4,0,Cloudy
2019/1/18,11:48 AM,36,30,81,WNW,15,0,24.43,0,Light Snow
2019/1/18,11:53 AM,35,31,85,W,15,0,24.44,0,Light Snow
2019/1/19,1:53 AM,25,21,85,CALM,0,0,24.68,0,Partly Cloudy
2019/1/17,11:53 PM,41,22,47,S,13,0,24.34,0,Mostly Cloudy
2019/1/17,12:53 AM,41,23,49,SSW,14,0,24.34,0,Partly Cloudy
2019/1/18,12:07 PM,33,32,96,W,12,0,24.44,0,Light Snow
2019/1/18,12:23 PM,33,33,100,W,10,0,24.44,0,Snow
2019/1/18,12:53 PM,33,32,96,WNW,15,0,24.45,0.1,Snow
2019/1/18,1:45 PM,33,31,92,NNW,24,0,24.46,0,Light Snow / Windy
2019/1/18,1:53 PM,33,32,96,NNW,21,30,24.46,0,Light Snow / Windy
2019/1/18,2:21 PM,34,32,92,N,22,0,24.47,0,Light Snow / Windy
2019/1/18,2:53 PM,34,31,89,N,28,36,24.47,0,Light Snow / Windy
2019/1/19,2:53 AM,24,21,88,E,7,0,24.69,0,Fair
2019/1/19,3:53 AM,24,20,84,SSE,9,0,24.7,0,Fair
2019/1/19,4:53 AM,25,21,85,S,12,0,24.7,0,Fair
2019/1/19,5:53 AM,25,19,78,SW,7,0,24.69,0,Fair
2019/1/19,6:53 AM,24,17,75,SSW,9,0,24.7,0,Fair
2019/1/19,7:53 AM,25,16,69,SSW,10,0,24.7,0,Fair
2019/1/19,8:53 AM,25,15,66,SSW,10,0,24.7,0,Fair
2019/1/20,1:53 AM,35,22,59,SSW,13,0,24.63,0,Mostly Cloudy
2019/1/18,3:04 PM,35,30,82,N,24,38,24.48,0,Cloudy / Windy
2019/1/18,3:49 PM,34,28,81,N,24,33,24.51,0,Cloudy / Windy
2019/1/18,3:53 PM,34,27,75,N,24,31,24.51,0,Cloudy / Windy
2019/1/18,4:53 PM,35,27,72,N,23,32,24.53,0,Cloudy / Windy
2019/1/18,5:53 PM,34,26,73,N,18,0,24.56,0,Mostly Cloudy
2019/1/18,6:53 PM,31,24,76,NNE,8,0,24.59,0,Mostly Cloudy
2019/1/18,7:53 PM,29,23,78,NE,8,0,24.61,0,Partly Cloudy
2019/1/18,8:53 PM,30,23,75,W,5,0,24.64,0,Partly Cloudy
2019/1/18,9:53 PM,30,23,75,CALM,0,0,24.65,0,Mostly Cloudy
2019/1/18,10:53 PM,25,21,85,S,8,0,24.66,0,Partly Cloudy
2019/1/19,9:53 AM,31,21,67,SSE,7,0,24.69,0,Fair
2019/1/19,10:53 AM,37,18,46,SSW,8,0,24.71,0,Fair
2019/1/19,11:53 AM,41,17,38,S,12,0,24.7,0,Fair
2019/1/19,12:53 PM,43,15,32,S,9,0,24.65,0,Partly Cloudy
2019/1/19,1:53 PM,45,15,30,S,10,0,24.63,0,Partly Cloudy
2019/1/19,2:53 PM,47,13,25,WSW,8,0,24.62,0,Mostly Cloudy
2019/1/19,3:53 PM,46,16,30,W,5,0,24.65,0,Cloudy
2019/1/19,4:53 PM,46,20,35,W,8,0,24.63,0,Mostly Cloudy
2019/1/19,5:53 PM,40,23,51,WSW,6,0,24.63,0,Mostly Cloudy
2019/1/19,6:53 PM,39,22,50,SW,5,0,24.61,0,Partly Cloudy
2019/1/20,2:53 AM,37,22,54,SSW,12,0,24.61,0,Mostly Cloudy
2019/1/20,3:53 AM,36,22,57,WSW,9,0,24.6,0,Mostly Cloudy
2019/1/20,4:53 AM,39,22,50,SW,15,0,24.59,0,Mostly Cloudy
2019/1/20,5:53 AM,35,23,61,SW,14,0,24.58,0,Mostly Cloudy
2019/1/20,6:53 AM,37,23,57,WSW,13,0,24.57,0,Mostly Cloudy
2019/1/20,7:53 AM,40,21,47,SSW,13,0,24.57,0,Mostly Cloudy
2019/1/20,8:53 AM,42,22,45,SSW,13,0,24.58,0,Mostly Cloudy
2019/1/20,9:53 AM,47,23,39,S,3,0,24.58,0,Mostly Cloudy
2019/1/20,10:53 AM,51,27,39,SSW,10,0,24.58,0,Mostly Cloudy
2019/1/20,11:53 AM,55,26,33,SW,7,0,24.57,0,Mostly Cloudy
2019/1/20,12:27 PM,43,29,58,E,16,24,24.58,0,Mostly Cloudy
2019/1/21,1:53 AM,33,25,72,S,6,0,24.31,0,Partly Cloudy
2019/1/18,11:53 PM,25,21,85,S,12,0,24.68,0,Mostly Cloudy
2019/1/18,12:53 AM,24,21,88,ESE,6,0,24.68,0,Partly Cloudy
2019/1/19,7:53 PM,38,24,57,W,10,0,24.64,0,Partly Cloudy
2019/1/19,8:53 PM,36,23,59,WSW,8,0,24.66,0,Fair
2019/1/19,9:53 PM,36,23,59,SW,9,0,24.67,0,Fair
2019/1/19,10:53 PM,34,23,64,WSW,12,0,24.65,0,Partly Cloudy
2019/1/19,11:53 PM,33,23,66,SW,10,0,24.65,0,Fair
2019/1/19,12:53 AM,36,23,59,SW,10,0,24.64,0,Mostly Cloudy
2019/1/20,12:53 PM,46,27,47,ENE,16,0,24.56,0,Mostly Cloudy
2019/1/20,1:53 PM,50,29,44,E,15,0,24.55,0,Mostly Cloudy
2019/1/20,2:53 PM,53,28,38,ESE,15,0,24.52,0,Mostly Cloudy
2019/1/20,3:53 PM,51,28,41,E,12,0,24.51,0,Mostly Cloudy
2019/1/20,4:53 PM,48,30,50,ESE,8,0,24.5,0,Mostly Cloudy
2019/1/20,5:53 PM,41,32,70,SSE,10,0,24.49,0,Mostly Cloudy
2019/1/20,6:53 PM,37,30,76,S,10,0,24.47,0,Cloudy
2019/1/20,7:53 PM,38,30,73,SSW,8,0,24.47,0,Mostly Cloudy
2019/1/20,8:53 PM,38,29,70,S,5,0,24.44,0,Mostly Cloudy
2019/1/21,2:53 AM,36,19,50,SSW,12,0,24.28,0,Mostly Cloudy
2019/1/21,3:53 AM,39,16,39,SW,10,0,24.26,0,Mostly Cloudy
2019/1/21,4:53 AM,37,17,44,WSW,8,0,24.25,0,Mostly Cloudy
2019/1/21,5:53 AM,30,21,69,CALM,0,0,24.23,0,Mostly Cloudy
2019/1/21,6:53 AM,30,23,75,E,3,0,24.2,0,Mostly Cloudy
2019/1/21,7:53 AM,27,21,78,WNW,5,0,24.2,0,Partly Cloudy
2019/1/21,8:53 AM,26,23,88,WSW,5,0,24.18,0,Partly Cloudy
2019/1/21,9:53 AM,32,26,79,CALM,0,0,24.16,0,Partly Cloudy
2019/1/21,10:53 AM,39,27,62,NNW,3,0,24.16,0,Partly Cloudy
2019/1/22,1:53 AM,24,16,71,N,31,39,24.36,0,Cloudy / Windy
2019/1/20,9:53 PM,36,29,76,SSW,12,0,24.39,0,Partly Cloudy
2019/1/20,10:53 PM,37,28,70,SSW,13,0,24.36,0,Fair
2019/1/20,11:53 PM,37,24,59,SW,12,0,24.34,0,Fair
2019/1/20,12:53 AM,38,19,47,W,10,0,24.33,0,Partly Cloudy
2019/1/21,11:53 AM,53,21,29,SW,10,18,24.12,0,Partly Cloudy
2019/1/21,12:53 PM,55,22,28,W,9,18,24.09,0,Partly Cloudy
2019/1/21,1:53 PM,57,17,21,SSW,20,30,24.05,0,Partly Cloudy
2019/1/21,2:35 PM,53,26,35,NW,15,29,24.04,0,Partly Cloudy
2019/1/21,2:53 PM,50,29,44,NNW,13,0,24.04,0,Partly Cloudy
2019/1/21,3:53 PM,44,28,53,NNW,15,0,24.07,0,Partly Cloudy
2019/1/21,4:53 PM,45,26,48,NW,13,0,24.08,0,Mostly Cloudy
2019/1/21,5:53 PM,38,28,68,S,7,0,24.11,0,Mostly Cloudy
2019/1/21,6:53 PM,36,26,67,S,7,0,24.11,0,Mostly Cloudy
2019/1/21,7:53 PM,40,26,58,SW,9,0,24.14,0,Cloudy
2019/1/22,2:53 AM,25,16,69,N,25,35,24.39,0,Cloudy / Windy
2019/1/22,3:53 AM,25,15,66,N,28,46,24.43,0,Cloudy / Windy
2019/1/22,4:10 AM,24,17,75,N,35,46,24.44,0,Light Snow / Windy
2019/1/22,4:30 AM,24,19,81,NNW,29,37,24.45,0,Light Snow / Windy
2019/1/22,4:53 AM,22,20,92,N,31,40,24.47,0,Light Snow / Windy
2019/1/22,5:53 AM,22,20,92,NNW,29,40,24.5,0,Light Snow / Windy
2019/1/22,6:53 AM,22,20,92,NNW,24,0,24.53,0,Light Snow / Windy
2019/1/22,7:53 AM,22,20,92,NNW,20,30,24.56,0,Light Snow
2019/1/22,8:53 AM,22,20,92,NNW,24,33,24.59,0,Light Snow / Windy
2019/1/22,9:53 AM,23,21,92,NNW,21,29,24.61,0,Light Snow / Windy
2019/1/22,10:26 AM,23,20,88,NNW,21,30,24.61,0,Light Snow / Windy
2019/1/23,1:53 AM,17,7,65,SW,13,0,24.57,0,Fair
2019/1/21,8:53 PM,33,26,75,NE,14,0,24.17,0,Cloudy
2019/1/21,9:53 PM,33,27,78,E,9,0,24.19,0,Cloudy
2019/1/21,10:30 PM,31,26,82,NNE,18,0,24.23,0,Light Snow
2019/1/21,10:34 PM,31,27,85,N,25,35,24.24,0,Light Snow / Windy
2019/1/21,10:38 PM,30,27,88,N,30,39,24.24,0,Light Snow / Windy
2019/1/21,10:53 PM,27,24,89,N,29,46,24.25,0,Light Snow / Windy
2019/1/21,11:20 PM,25,24,96,N,30,44,24.26,0,Light Snow / Windy
2019/1/21,11:32 PM,25,24,96,NNE,24,37,24.28,0,Light Snow / Windy
2019/1/21,11:43 PM,24,23,96,N,33,46,24.28,0,Light Snow / Windy
2019/1/21,11:53 PM,23,21,92,NNE,35,54,24.29,0,Light Snow / Windy
2019/1/22,10:53 AM,23,20,88,NNW,21,30,24.62,0,Light Snow / Windy
2019/1/22,11:15 AM,23,20,88,NNW,21,0,24.63,0,Light Snow / Windy
2019/1/22,11:53 AM,24,20,84,NNW,28,32,24.64,0,Light Snow / Windy
2019/1/22,12:12 PM,25,20,81,N,17,0,24.64,0,Light Snow
2019/1/22,12:53 PM,26,18,71,N,23,0,24.64,0,Cloudy / Windy
2019/1/22,1:53 PM,27,19,72,NNW,21,0,24.62,0,Mostly Cloudy / Windy
2019/1/22,2:53 PM,28,15,58,N,21,29,24.61,0,Mostly Cloudy / Windy
2019/1/22,3:53 PM,29,14,54,N,16,28,24.61,0,Mostly Cloudy
2019/1/22,4:53 PM,28,12,51,N,15,0,24.61,0,Partly Cloudy
2019/1/22,5:53 PM,25,11,55,N,9,0,24.61,0,Fair
2019/1/22,6:53 PM,24,10,55,N,3,0,24.62,0,Partly Cloudy
2019/1/22,7:53 PM,23,8,53,S,3,0,24.63,0,Fair
2019/1/23,2:53 AM,20,5,52,SSW,16,0,24.56,0,Fair
2019/1/23,3:53 AM,20,4,50,SW,17,0,24.56,0,Partly Cloudy
2019/1/23,4:53 AM,20,4,50,SSW,14,0,24.54,0,Partly Cloudy
2019/1/23,5:53 AM,19,5,54,SW,13,0,24.53,0,Fair
2019/1/23,6:53 AM,20,5,52,SW,10,0,24.54,0,Partly Cloudy
2019/1/23,7:53 AM,21,5,50,SSW,13,0,24.54,0,Partly Cloudy
2019/1/23,8:53 AM,23,6,48,SSW,10,0,24.53,0,Partly Cloudy
2019/1/23,9:53 AM,30,8,40,W,17,0,24.54,0,Partly Cloudy
2019/1/23,10:53 AM,33,11,40,W,9,0,24.52,0,Partly Cloudy
2019/1/23,11:53 AM,36,13,39,SSW,7,0,24.51,0,Partly Cloudy
2019/1/24,1:53 AM,28,26,92,SSE,7,0,24.56,0,Cloudy
2019/1/21,11:58 PM,23,21,92,N,32,45,24.29,0,Light Snow / Windy
2019/1/21,12:25 AM,22,20,92,NNE,28,39,24.3,0,Light Snow / Windy
2019/1/21,12:53 AM,23,19,85,N,25,36,24.33,0,Light Snow / Windy
2019/1/22,8:53 PM,17,7,65,SSE,8,0,24.62,0,Fair
2019/1/22,9:53 PM,18,7,62,S,10,0,24.62,0,Fair
2019/1/22,10:53 PM,18,7,62,SSW,13,0,24.61,0,Fair
2019/1/22,11:53 PM,16,8,71,S,16,0,24.59,0,Fair
2019/1/22,12:53 AM,18,8,65,SSW,17,0,24.58,0,Fair
2019/1/23,12:53 PM,38,16,41,S,8,0,24.47,0,Mostly Cloudy
2019/1/23,1:53 PM,39,19,45,S,5,0,24.43,0,Mostly Cloudy
2019/1/23,2:53 PM,39,20,46,E,8,0,24.42,0,Mostly Cloudy
2019/1/23,3:53 PM,41,22,47,E,9,0,24.43,0,Mostly Cloudy
2019/1/23,4:53 PM,38,25,60,E,10,0,24.43,0,Partly Cloudy
2019/1/23,5:53 PM,34,25,70,E,6,0,24.45,0,Mostly Cloudy
2019/1/23,6:53 PM,31,23,72,SE,7,0,24.46,0,Mostly Cloudy
2019/1/23,7:53 PM,32,22,66,E,7,0,24.49,0,Cloudy
2019/1/23,8:53 PM,31,19,61,ESE,10,0,24.5,0,Cloudy
2019/1/23,9:53 PM,29,22,75,E,14,0,24.52,0,Cloudy
2019/1/23,10:53 PM,28,26,92,E,10,0,24.53,0,Mostly Cloudy
2019/1/24,2:53 AM,25,24,96,SSE,9,0,24.55,0,Mostly Cloudy
2019/1/24,3:53 AM,23,22,96,SSE,10,0,24.55,0,Mostly Cloudy
2019/1/24,4:53 AM,24,22,91,SSE,8,0,24.56,0,Cloudy
2019/1/24,5:41 AM,25,23,92,ESE,8,0,24.57,0,Light Snow
2019/1/24,5:53 AM,25,23,92,E,8,0,24.58,0,Light Snow
2019/1/24,6:13 AM,25,23,92,E,12,0,24.58,0,Light Snow
2019/1/24,6:53 AM,24,22,91,ENE,12,0,24.6,0,Light Snow
2019/1/24,6:58 AM,24,22,91,ENE,10,0,24.6,0,Cloudy
2019/1/24,7:47 AM,25,23,93,NE,8,0,24.63,0,Light Snow
2019/1/24,7:53 AM,24,23,96,NE,8,0,24.63,0,Light Snow
2019/1/25,1:53 AM,15,12,88,SW,9,0,24.61,0,Partly Cloudy
2019/1/23,11:53 PM,28,26,92,ESE,12,0,24.54,0,Cloudy
2019/1/23,12:53 AM,28,27,96,S,8,0,24.56,0,Cloudy
2019/1/24,7:59 AM,24,23,96,NE,8,0,24.63,0,Light Snow
2019/1/24,8:10 AM,24,23,96,NNE,7,0,24.63,0,Light Snow
2019/1/24,8:35 AM,20,18,92,N,24,30,24.65,0,Light Snow / Windy
2019/1/24,8:44 AM,20,18,92,N,23,0,24.66,0,Light Snow / Windy
2019/1/24,8:53 AM,20,18,92,N,20,31,24.66,0,Snow
2019/1/24,9:04 AM,20,18,92,N,18,29,24.67,0,Snow
2019/1/24,9:42 AM,19,17,92,N,18,0,24.7,0,Snow
2019/1/24,9:53 AM,19,17,92,N,18,0,24.71,0,Snow
2019/1/24,9:58 AM,19,17,92,N,18,0,24.72,0,Snow
2019/1/24,10:48 AM,19,16,86,NNE,12,0,24.75,0,Snow
2019/1/24,10:53 AM,19,16,88,N,10,0,24.75,0,Snow
2019/1/25,2:53 AM,14,10,84,SSW,9,0,24.62,0,Partly Cloudy
2019/1/25,3:53 AM,14,9,80,CALM,0,0,24.62,0,Mostly Cloudy
2019/1/25,4:53 AM,15,10,80,S,6,0,24.62,0,Mostly Cloudy
2019/1/25,5:53 AM,19,11,71,SSW,3,0,24.62,0,Partly Cloudy
2019/1/25,6:53 AM,15,9,77,S,6,0,24.61,0,Partly Cloudy
2019/1/25,7:53 AM,14,7,74,S,12,0,24.62,0,Partly Cloudy
2019/1/25,8:53 AM,11,5,77,SSE,14,0,24.64,0,Partly Cloudy
2019/1/25,9:53 AM,15,8,74,SSE,10,0,24.65,0,Fair
2019/1/25,10:53 AM,21,12,68,SSE,12,0,24.65,0,Fair
2019/1/25,11:53 AM,28,16,61,SSE,12,0,24.65,0,Fair
2019/1/25,12:53 PM,30,17,59,SSE,9,0,24.63,0,Partly Cloudy
2019/1/26,1:53 AM,24,13,62,WSW,8,0,24.65,0,Fair
2019/1/24,11:53 AM,18,15,88,NNW,9,0,24.76,0,Light Snow
2019/1/24,12:12 PM,19,15,85,N,5,0,24.75,0,Light Snow
2019/1/24,12:26 PM,20,16,85,CALM,0,0,24.75,0,Light Snow
2019/1/24,12:53 PM,20,15,81,W,5,0,24.74,0,Light Snow
2019/1/24,1:53 PM,20,15,81,VAR,3,0,24.7,0,Mostly Cloudy
2019/1/24,2:17 PM,20,16,85,SSE,6,0,24.69,0,Partly Cloudy
2019/1/24,2:53 PM,22,15,75,S,7,0,24.66,0,Partly Cloudy
2019/1/24,3:53 PM,23,14,68,SSE,8,0,24.63,0,Fair
2019/1/24,4:53 PM,21,14,74,SSE,10,0,24.62,0,Fair
2019/1/24,5:53 PM,17,10,74,SSE,12,0,24.61,0,Mostly Cloudy
2019/1/25,1:53 PM,32,15,50,SE,13,0,24.61,0,Partly Cloudy
2019/1/25,2:53 PM,32,17,54,ESE,12,0,24.58,0,Partly Cloudy
2019/1/25,3:53 PM,31,17,57,ESE,15,0,24.58,0,Partly Cloudy
2019/1/25,4:53 PM,29,18,64,ESE,10,0,24.59,0,Partly Cloudy
2019/1/25,5:53 PM,25,16,69,SE,10,0,24.59,0,Mostly Cloudy
2019/1/25,6:53 PM,21,15,78,SSE,13,0,24.6,0,Mostly Cloudy
2019/1/25,7:53 PM,20,14,78,SSE,15,0,24.6,0,Mostly Cloudy
2019/1/25,8:53 PM,28,16,61,SSW,8,0,24.61,0,Mostly Cloudy
2019/1/25,9:53 PM,26,14,60,SW,9,0,24.63,0,Mostly Cloudy
2019/1/25,10:53 PM,28,16,61,SW,8,0,24.62,0,Partly Cloudy
2019/1/26,2:53 AM,22,12,66,SSW,10,0,24.63,0,Fair
2019/1/26,3:53 AM,24,11,57,SSW,12,0,24.62,0,Fair
2019/1/26,4:53 AM,21,10,63,S,12,0,24.6,0,Mostly Cloudy
2019/1/26,5:53 AM,25,11,55,SSW,15,0,24.58,0,Mostly Cloudy
2019/1/26,6:53 AM,25,10,53,SSW,13,0,24.57,0,Mostly Cloudy
2019/1/26,7:53 AM,25,11,55,SW,12,0,24.57,0,Mostly Cloudy
2019/1/26,8:53 AM,27,12,53,SSW,16,0,24.57,0,Cloudy
2019/1/26,9:53 AM,31,13,47,WSW,7,0,24.59,0,Mostly Cloudy
2019/1/26,10:53 AM,31,18,59,NNE,7,0,24.64,0,Mostly Cloudy
2019/1/27,1:53 AM,31,17,57,SW,10,0,24.63,0,Fair
2019/1/24,6:53 PM,15,9,77,SSE,12,0,24.61,0,Cloudy
2019/1/24,7:53 PM,15,7,70,ESE,12,0,24.61,0,Mostly Cloudy
2019/1/24,8:53 PM,17,10,74,SSE,13,0,24.6,0,Mostly Cloudy
2019/1/24,9:53 PM,12,8,84,S,14,0,24.59,0,Partly Cloudy
2019/1/24,10:53 PM,18,12,78,W,12,0,24.61,0,Partly Cloudy
2019/1/24,11:53 PM,14,10,84,WNW,7,0,24.62,0,Partly Cloudy
2019/1/24,12:53 AM,13,11,92,W,7,0,24.62,0,Partly Cloudy
2019/1/25,11:53 PM,26,16,66,W,6,0,24.64,0,Mostly Cloudy
2019/1/25,12:53 AM,25,14,63,WSW,7,0,24.65,0,Partly Cloudy
2019/1/26,11:53 AM,36,15,43,NW,5,0,24.65,0,Mostly Cloudy
2019/1/26,12:53 PM,30,20,66,W,10,0,24.65,0,Mostly Cloudy
2019/1/26,1:53 PM,37,17,44,WSW,6,0,24.65,0,Mostly Cloudy
2019/1/26,2:53 PM,40,16,38,WSW,7,0,24.65,0,Mostly Cloudy
2019/1/26,3:53 PM,41,16,36,WNW,8,0,24.65,0,Mostly Cloudy
2019/1/26,4:53 PM,37,22,54,N,6,0,24.65,0,Mostly Cloudy
2019/1/26,5:53 PM,37,22,54,WNW,3,0,24.67,0,Mostly Cloudy
2019/1/26,6:53 PM,39,18,43,NNW,10,0,24.69,0,Cloudy
2019/1/26,7:53 PM,36,20,52,NNW,9,0,24.7,0,Cloudy
2019/1/26,8:53 PM,37,18,46,N,5,0,24.71,0,Cloudy
2019/1/26,9:53 PM,32,22,66,S,9,0,24.7,0,Cloudy
2019/1/27,2:53 AM,32,16,52,SW,13,0,24.63,0,Fair
2019/1/27,3:53 AM,31,16,54,SW,13,0,24.63,0,Partly Cloudy
2019/1/27,4:53 AM,29,16,58,SW,13,0,24.62,0,Fair
2019/1/27,5:53 AM,29,16,58,SW,10,0,24.6,0,Fair
2019/1/27,6:53 AM,31,16,54,SSW,12,0,24.59,0,Fair
2019/1/27,7:53 AM,31,16,54,SSW,16,0,24.58,0,Fair
2019/1/27,8:53 AM,35,17,48,SSW,18,0,24.56,0,Partly Cloudy
2019/1/27,9:53 AM,37,19,48,SW,13,0,24.55,0,Partly Cloudy
2019/1/27,10:53 AM,41,20,43,SW,15,0,24.52,0,Mostly Cloudy
2019/1/27,11:53 AM,47,22,37,SW,12,0,24.49,0,Mostly Cloudy
2019/1/27,12:53 PM,49,23,36,W,12,0,24.47,0,Cloudy
2019/1/28,1:53 AM,30,22,72,NNE,20,29,24.49,0,Mostly Cloudy
2019/1/26,10:53 PM,29,22,75,SSE,12,0,24.67,0,Mostly Cloudy
2019/1/26,11:53 PM,30,21,69,S,13,0,24.65,0,Mostly Cloudy
2019/1/26,12:53 AM,30,18,61,SSW,10,0,24.64,0,Partly Cloudy
2019/1/27,1:53 PM,49,24,38,W,13,0,24.46,0,Cloudy
2019/1/27,2:53 PM,47,24,41,WSW,10,0,24.43,0,Cloudy
2019/1/27,3:53 PM,46,25,44,W,15,0,24.42,0,Cloudy
2019/1/27,4:53 PM,47,24,41,W,16,29,24.39,0,Mostly Cloudy
2019/1/27,5:53 PM,48,23,37,W,24,32,24.35,0,Mostly Cloudy / Windy
2019/1/27,6:53 PM,45,24,44,W,13,0,24.34,0,Cloudy
2019/1/27,7:53 PM,46,22,39,W,22,32,24.34,0,Mostly Cloudy / Windy
2019/1/27,8:53 PM,46,21,37,WSW,7,0,24.35,0,Cloudy
2019/1/27,9:53 PM,46,21,37,NW,15,0,24.38,0,Cloudy
2019/1/27,10:53 PM,41,23,49,N,9,0,24.41,0,Mostly Cloudy
2019/1/27,11:53 PM,31,27,85,NE,18,28,24.46,0,Mostly Cloudy
2019/1/28,2:53 AM,31,22,69,N,10,0,24.53,0,Mostly Cloudy
2019/1/28,3:14 AM,31,23,72,N,12,0,24.54,0,Cloudy
2019/1/28,3:53 AM,30,24,79,N,14,0,24.55,0,Light Snow
2019/1/28,3:57 AM,29,25,85,N,12,0,24.55,0,Light Snow
2019/1/28,4:13 AM,28,26,92,NNE,9,0,24.56,0,Snow
2019/1/28,4:49 AM,28,27,93,N,10,0,24.56,0,Light Snow
2019/1/28,4:53 AM,28,26,92,N,10,0,24.56,0.1,Light Snow
2019/1/28,5:01 AM,27,26,96,N,7,0,24.56,0,Light Snow
2019/1/28,5:08 AM,27,26,96,N,7,0,24.56,0,Light Snow
2019/1/28,5:37 AM,27,25,92,N,13,0,24.56,0,Light Snow
2019/1/28,5:53 AM,27,24,89,NNE,16,0,24.56,0,Light Snow
2019/1/29,1:53 AM,18,7,62,SSW,13,0,24.59,0,Fair
2019/1/27,12:53 AM,31,25,79,NE,17,24,24.5,0,Mostly Cloudy
2019/1/28,6:08 AM,26,22,84,NNE,22,0,24.56,0,Light Snow / Windy
2019/1/28,6:21 AM,25,21,85,NNE,23,31,24.58,0,Light Snow / Windy
2019/1/28,6:53 AM,24,21,88,NNE,20,30,24.58,0,Light Snow
2019/1/28,7:53 AM,23,20,88,NNE,22,28,24.62,0,Light Snow / Windy
2019/1/28,7:59 AM,23,20,88,NNE,17,0,24.62,0,Light Snow
2019/1/28,8:11 AM,24,17,75,NNE,18,28,24.63,0,Light Snow
2019/1/28,8:53 AM,22,15,75,NNE,22,33,24.66,0,Light Snow / Windy
2019/1/28,9:53 AM,22,13,68,NE,18,0,24.7,0,Cloudy
2019/1/28,10:44 AM,22,14,72,NNE,18,0,24.72,0,Light Snow
2019/1/28,10:53 AM,22,14,72,NNE,18,0,24.73,0,Light Snow
2019/1/28,11:27 AM,22,14,72,NNE,17,0,24.74,0,Light Snow
2019/1/29,2:53 AM,16,6,65,SSW,14,0,24.58,0,Fair
2019/1/29,3:53 AM,14,4,64,WSW,9,0,24.58,0,Fair
2019/1/29,4:53 AM,11,7,84,CALM,0,0,24.58,0,Partly Cloudy
2019/1/29,5:53 AM,10,6,84,CALM,0,0,24.57,0,Partly Cloudy
2019/1/29,6:53 AM,10,7,87,CALM,0,0,24.57,0,Partly Cloudy
2019/1/29,7:53 AM,8,6,92,CALM,0,0,24.59,0,Mostly Cloudy
2019/1/29,8:53 AM,10,7,87,SW,6,0,24.6,0,Mostly Cloudy
2019/1/29,9:53 AM,13,10,88,W,5,0,24.61,0,Mostly Cloudy
2019/1/29,10:53 AM,15,11,84,W,8,0,24.61,0,Mostly Cloudy
2019/1/29,11:53 AM,19,12,74,W,5,0,24.6,0,Partly Cloudy
2019/1/29,12:53 PM,25,12,58,CALM,0,0,24.59,0,Fair
2019/1/30,1:53 AM,12,6,77,SSE,10,0,24.51,0,Fair
2019/1/28,11:36 AM,22,14,72,NNE,21,0,24.74,0,Light Snow / Windy
2019/1/28,11:53 AM,22,14,72,N,14,0,24.74,0,Light Snow
2019/1/28,12:02 PM,22,15,75,NNE,13,21,24.74,0,Light Snow
2019/1/28,12:16 PM,23,13,65,NNE,13,0,24.74,0,Light Snow
2019/1/28,12:37 PM,24,12,60,N,12,0,24.73,0,Cloudy
2019/1/28,12:53 PM,24,12,60,NNE,14,0,24.73,0,Cloudy
2019/1/28,1:53 PM,25,12,58,N,8,0,24.71,0,Mostly Cloudy
2019/1/28,2:53 PM,26,14,60,CALM,0,0,24.7,0,Mostly Cloudy
2019/1/28,3:53 PM,25,15,66,SW,8,0,24.7,0,Partly Cloudy
2019/1/28,4:53 PM,25,14,63,SSW,9,0,24.69,0,Partly Cloudy
2019/1/29,1:53 PM,26,15,63,S,5,0,24.57,0,Fair
2019/1/29,2:53 PM,27,14,58,S,12,0,24.54,0,Fair
2019/1/29,3:53 PM,27,12,53,SSE,10,0,24.52,0,Fair
